product_name,category,price,stock_quantity,description,prescription_required,brand_name,form,sku,image_url
Omeprazole 20mg Injection,Antidiabetics,48.07,346,Omeprazole 20mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01258,https://example.com/product/1258.png
Salbutamol 100mg Tablet,Antibiotics,47.39,324,Salbutamol 100mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01259,https://example.com/product/1259.png
Cetirizine 100mg Capsule,Supplements,17.4,20,Cetirizine 100mg Capsule used for supplements related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-01260,https://example.com/product/1260.png
Salbutamol 10mg Syrup,Antidiabetics,23.35,356,Salbutamol 10mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01261,https://example.com/product/1261.png
Vitamin B12 20mg Injection,Antihypertensives,43.45,497,Vitamin B12 20mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01262,https://example.com/product/1262.png
Ibuprofen 10mg Injection,Supplements,14.72,390,Ibuprofen 10mg Injection used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01263,https://example.com/product/1263.png
Vitamin D 100mg Tablet,Antidiabetics,39.55,23,Vitamin D 100mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01264,https://example.com/product/1264.png
Omeprazole 200mg Tablet,Analgesics,31.13,224,Omeprazole 200mg Tablet used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01265,https://example.com/product/1265.png
Ibuprofen 10mg Injection,Antibiotics,39.2,82,Ibuprofen 10mg Injection used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01266,https://example.com/product/1266.png
Vitamin B12 100mg Tablet,Antihypertensives,4.9,158,Vitamin B12 100mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01267,https://example.com/product/1267.png
Cetirizine 200mg Injection,Supplements,7.66,423,Cetirizine 200mg Injection used for supplements related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01268,https://example.com/product/1268.png
Ibuprofen 200mg Injection,Supplements,44.84,109,Ibuprofen 200mg Injection used for supplements related conditions. Use as directed by physician.,False,LifeLine,Injection,SKU-01269,https://example.com/product/1269.png
Vitamin D 400mg Tablet,Supplements,36.24,492,Vitamin D 400mg Tablet used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Tablet,SKU-01270,https://example.com/product/1270.png
Ibuprofen 400mg Syrup,Supplements,24.0,475,Ibuprofen 400mg Syrup used for supplements related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01271,https://example.com/product/1271.png
Paracetamol 10mg Injection,Supplements,42.23,126,Paracetamol 10mg Injection used for supplements related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01272,https://example.com/product/1272.png
Cetirizine 20mg Capsule,Respiratory,24.89,224,Cetirizine 20mg Capsule used for respiratory related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01273,https://example.com/product/1273.png
Salbutamol 500mg Syrup,Analgesics,45.88,84,Salbutamol 500mg Syrup used for analgesics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01274,https://example.com/product/1274.png
Omeprazole 200mg Tablet,Antibiotics,22.05,445,Omeprazole 200mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01275,https://example.com/product/1275.png
Ibuprofen 20mg Tablet,Analgesics,8.95,461,Ibuprofen 20mg Tablet used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Tablet,SKU-01276,https://example.com/product/1276.png
Vitamin B12 100mg Injection,Respiratory,47.47,327,Vitamin B12 100mg Injection used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-01277,https://example.com/product/1277.png
Salbutamol 10mg Tablet,Supplements,13.01,5,Salbutamol 10mg Tablet used for supplements related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-01278,https://example.com/product/1278.png
Ibuprofen 10mg Injection,Antibiotics,3.28,138,Ibuprofen 10mg Injection used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01279,https://example.com/product/1279.png
Vitamin B12 10mg Tablet,Respiratory,15.89,146,Vitamin B12 10mg Tablet used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-01280,https://example.com/product/1280.png
Ibuprofen 500mg Tablet,Antihypertensives,43.88,297,Ibuprofen 500mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01281,https://example.com/product/1281.png
Ibuprofen 100mg Capsule,Analgesics,49.15,161,Ibuprofen 100mg Capsule used for analgesics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01282,https://example.com/product/1282.png
Omeprazole 400mg Capsule,Analgesics,29.83,250,Omeprazole 400mg Capsule used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01283,https://example.com/product/1283.png
Ibuprofen 400mg Injection,Antihypertensives,39.27,214,Ibuprofen 400mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01284,https://example.com/product/1284.png
Paracetamol 100mg Capsule,Analgesics,6.3,220,Paracetamol 100mg Capsule used for analgesics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01285,https://example.com/product/1285.png
Metformin 500mg Tablet,Antidiabetics,27.35,22,Metformin 500mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01286,https://example.com/product/1286.png
Vitamin B12 20mg Capsule,Antidiabetics,5.44,158,Vitamin B12 20mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01287,https://example.com/product/1287.png
Cetirizine 400mg Tablet,Antidiabetics,12.48,165,Cetirizine 400mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01288,https://example.com/product/1288.png
Metformin 200mg Capsule,Respiratory,22.4,190,Metformin 200mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-01289,https://example.com/product/1289.png
Ibuprofen 10mg Capsule,Supplements,31.21,230,Ibuprofen 10mg Capsule used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Capsule,SKU-01290,https://example.com/product/1290.png
Paracetamol 200mg Capsule,Analgesics,28.52,377,Paracetamol 200mg Capsule used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Capsule,SKU-01291,https://example.com/product/1291.png
Paracetamol 10mg Capsule,Antidiabetics,34.86,22,Paracetamol 10mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01292,https://example.com/product/1292.png
Amoxicillin 500mg Injection,Analgesics,23.02,271,Amoxicillin 500mg Injection used for analgesics related conditions. Use as directed by physician.,False,LifeLine,Injection,SKU-01293,https://example.com/product/1293.png
Vitamin D 500mg Tablet,Supplements,5.22,404,Vitamin D 500mg Tablet used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01294,https://example.com/product/1294.png
Omeprazole 100mg Syrup,Supplements,24.01,269,Omeprazole 100mg Syrup used for supplements related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01295,https://example.com/product/1295.png
Amoxicillin 10mg Capsule,Supplements,29.32,434,Amoxicillin 10mg Capsule used for supplements related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01296,https://example.com/product/1296.png
Vitamin B12 100mg Capsule,Antidiabetics,21.91,19,Vitamin B12 100mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-01297,https://example.com/product/1297.png
Paracetamol 400mg Injection,Respiratory,13.11,276,Paracetamol 400mg Injection used for respiratory related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01298,https://example.com/product/1298.png
Metformin 10mg Capsule,Antidiabetics,37.11,113,Metformin 10mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01299,https://example.com/product/1299.png
Cetirizine 200mg Syrup,Antibiotics,16.25,200,Cetirizine 200mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01300,https://example.com/product/1300.png
Ibuprofen 500mg Tablet,Supplements,33.77,213,Ibuprofen 500mg Tablet used for supplements related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01301,https://example.com/product/1301.png
Cetirizine 20mg Syrup,Antidiabetics,21.49,303,Cetirizine 20mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01302,https://example.com/product/1302.png
Ibuprofen 100mg Injection,Analgesics,39.3,175,Ibuprofen 100mg Injection used for analgesics related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-01303,https://example.com/product/1303.png
Cetirizine 20mg Tablet,Antihypertensives,48.44,55,Cetirizine 20mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01304,https://example.com/product/1304.png
Omeprazole 200mg Syrup,Antidiabetics,28.19,105,Omeprazole 200mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01305,https://example.com/product/1305.png
Amoxicillin 10mg Injection,Supplements,26.45,438,Amoxicillin 10mg Injection used for supplements related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01306,https://example.com/product/1306.png
Metformin 400mg Capsule,Antidiabetics,34.7,330,Metformin 400mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01307,https://example.com/product/1307.png
Metformin 100mg Syrup,Analgesics,47.7,201,Metformin 100mg Syrup used for analgesics related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-01308,https://example.com/product/1308.png
Paracetamol 200mg Injection,Analgesics,16.95,177,Paracetamol 200mg Injection used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-01309,https://example.com/product/1309.png
Vitamin B12 400mg Capsule,Respiratory,25.45,300,Vitamin B12 400mg Capsule used for respiratory related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01310,https://example.com/product/1310.png
Omeprazole 400mg Syrup,Analgesics,29.08,184,Omeprazole 400mg Syrup used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01311,https://example.com/product/1311.png
Ibuprofen 100mg Capsule,Antibiotics,21.94,148,Ibuprofen 100mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-01312,https://example.com/product/1312.png
Vitamin D 20mg Syrup,Respiratory,42.93,106,Vitamin D 20mg Syrup used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-01313,https://example.com/product/1313.png
Amoxicillin 100mg Tablet,Respiratory,29.06,152,Amoxicillin 100mg Tablet used for respiratory related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01314,https://example.com/product/1314.png
Amoxicillin 20mg Syrup,Antihypertensives,44.19,307,Amoxicillin 20mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01315,https://example.com/product/1315.png
Vitamin D 100mg Injection,Analgesics,19.19,442,Vitamin D 100mg Injection used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-01316,https://example.com/product/1316.png
Ibuprofen 400mg Syrup,Analgesics,42.24,242,Ibuprofen 400mg Syrup used for analgesics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01317,https://example.com/product/1317.png
Atorvastatin 100mg Tablet,Antidiabetics,8.92,427,Atorvastatin 100mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01318,https://example.com/product/1318.png
Vitamin D 500mg Tablet,Antihypertensives,4.83,13,Vitamin D 500mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01319,https://example.com/product/1319.png
Cetirizine 100mg Capsule,Analgesics,34.79,456,Cetirizine 100mg Capsule used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01320,https://example.com/product/1320.png
Metformin 100mg Tablet,Respiratory,11.74,41,Metformin 100mg Tablet used for respiratory related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01321,https://example.com/product/1321.png
Cetirizine 100mg Syrup,Antibiotics,35.89,407,Cetirizine 100mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01322,https://example.com/product/1322.png
Cetirizine 100mg Capsule,Antidiabetics,34.39,58,Cetirizine 100mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01323,https://example.com/product/1323.png
Vitamin D 10mg Injection,Antidiabetics,29.99,403,Vitamin D 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-01324,https://example.com/product/1324.png
Omeprazole 20mg Injection,Supplements,14.65,0,Omeprazole 20mg Injection used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-01325,https://example.com/product/1325.png
Vitamin B12 20mg Tablet,Antibiotics,15.55,455,Vitamin B12 20mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01326,https://example.com/product/1326.png
Vitamin B12 20mg Capsule,Antihypertensives,29.73,322,Vitamin B12 20mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01327,https://example.com/product/1327.png
Amoxicillin 200mg Capsule,Respiratory,30.89,213,Amoxicillin 200mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-01328,https://example.com/product/1328.png
Omeprazole 20mg Capsule,Antihypertensives,30.51,396,Omeprazole 20mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01329,https://example.com/product/1329.png
Metformin 500mg Syrup,Analgesics,43.73,364,Metformin 500mg Syrup used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-01330,https://example.com/product/1330.png
Cetirizine 200mg Tablet,Supplements,37.65,186,Cetirizine 200mg Tablet used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-01331,https://example.com/product/1331.png
Ibuprofen 20mg Syrup,Antibiotics,34.68,25,Ibuprofen 20mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01332,https://example.com/product/1332.png
Ibuprofen 20mg Syrup,Analgesics,17.51,176,Ibuprofen 20mg Syrup used for analgesics related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-01333,https://example.com/product/1333.png
Salbutamol 400mg Syrup,Supplements,5.07,299,Salbutamol 400mg Syrup used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01334,https://example.com/product/1334.png
Amoxicillin 500mg Tablet,Supplements,21.93,168,Amoxicillin 500mg Tablet used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-01335,https://example.com/product/1335.png
Salbutamol 20mg Tablet,Respiratory,37.5,484,Salbutamol 20mg Tablet used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-01336,https://example.com/product/1336.png
Vitamin B12 400mg Syrup,Respiratory,23.35,161,Vitamin B12 400mg Syrup used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01337,https://example.com/product/1337.png
Paracetamol 100mg Syrup,Respiratory,37.63,351,Paracetamol 100mg Syrup used for respiratory related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-01338,https://example.com/product/1338.png
Metformin 500mg Tablet,Supplements,14.17,72,Metformin 500mg Tablet used for supplements related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-01339,https://example.com/product/1339.png
Amoxicillin 200mg Capsule,Antidiabetics,42.81,73,Amoxicillin 200mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01340,https://example.com/product/1340.png
Ibuprofen 400mg Injection,Antihypertensives,49.7,264,Ibuprofen 400mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01341,https://example.com/product/1341.png
Paracetamol 10mg Injection,Supplements,45.18,80,Paracetamol 10mg Injection used for supplements related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01342,https://example.com/product/1342.png
Atorvastatin 200mg Tablet,Antibiotics,30.11,116,Atorvastatin 200mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01343,https://example.com/product/1343.png
Vitamin B12 500mg Capsule,Antibiotics,28.08,342,Vitamin B12 500mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01344,https://example.com/product/1344.png
Ibuprofen 200mg Capsule,Respiratory,26.03,400,Ibuprofen 200mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-01345,https://example.com/product/1345.png
Metformin 10mg Syrup,Antidiabetics,43.04,380,Metformin 10mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01346,https://example.com/product/1346.png
Vitamin B12 100mg Syrup,Analgesics,32.51,184,Vitamin B12 100mg Syrup used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01347,https://example.com/product/1347.png
Amoxicillin 500mg Tablet,Antihypertensives,9.9,69,Amoxicillin 500mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01348,https://example.com/product/1348.png
Paracetamol 500mg Syrup,Antihypertensives,21.7,12,Paracetamol 500mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01349,https://example.com/product/1349.png
Metformin 200mg Syrup,Antihypertensives,43.62,321,Metformin 200mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01350,https://example.com/product/1350.png
Amoxicillin 500mg Tablet,Antihypertensives,36.49,435,Amoxicillin 500mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01351,https://example.com/product/1351.png
Salbutamol 10mg Syrup,Respiratory,49.45,488,Salbutamol 10mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01352,https://example.com/product/1352.png
Vitamin B12 500mg Tablet,Respiratory,11.77,36,Vitamin B12 500mg Tablet used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01353,https://example.com/product/1353.png
Atorvastatin 200mg Syrup,Respiratory,46.25,79,Atorvastatin 200mg Syrup used for respiratory related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-01354,https://example.com/product/1354.png
Metformin 20mg Syrup,Analgesics,44.69,145,Metformin 20mg Syrup used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-01355,https://example.com/product/1355.png
Amoxicillin 20mg Syrup,Antidiabetics,38.31,326,Amoxicillin 20mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01356,https://example.com/product/1356.png
Vitamin B12 200mg Syrup,Respiratory,34.21,391,Vitamin B12 200mg Syrup used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-01357,https://example.com/product/1357.png
Metformin 20mg Syrup,Antibiotics,18.7,87,Metformin 20mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01358,https://example.com/product/1358.png
Atorvastatin 20mg Syrup,Analgesics,38.63,79,Atorvastatin 20mg Syrup used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01359,https://example.com/product/1359.png
Atorvastatin 200mg Capsule,Antihypertensives,44.88,305,Atorvastatin 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01360,https://example.com/product/1360.png
Omeprazole 200mg Capsule,Antidiabetics,18.77,473,Omeprazole 200mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01361,https://example.com/product/1361.png
Salbutamol 20mg Tablet,Respiratory,34.38,70,Salbutamol 20mg Tablet used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-01362,https://example.com/product/1362.png
Ibuprofen 10mg Tablet,Antidiabetics,40.1,256,Ibuprofen 10mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01363,https://example.com/product/1363.png
Atorvastatin 400mg Injection,Respiratory,43.86,248,Atorvastatin 400mg Injection used for respiratory related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-01364,https://example.com/product/1364.png
Amoxicillin 10mg Tablet,Analgesics,7.96,186,Amoxicillin 10mg Tablet used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01365,https://example.com/product/1365.png
Ibuprofen 100mg Injection,Analgesics,45.96,43,Ibuprofen 100mg Injection used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01366,https://example.com/product/1366.png
Paracetamol 10mg Injection,Respiratory,42.33,143,Paracetamol 10mg Injection used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01367,https://example.com/product/1367.png
Vitamin D 500mg Injection,Analgesics,22.24,375,Vitamin D 500mg Injection used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01368,https://example.com/product/1368.png
Vitamin D 200mg Tablet,Supplements,40.04,354,Vitamin D 200mg Tablet used for supplements related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-01369,https://example.com/product/1369.png
Vitamin D 10mg Injection,Antidiabetics,29.46,244,Vitamin D 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01370,https://example.com/product/1370.png
Atorvastatin 400mg Tablet,Respiratory,12.0,389,Atorvastatin 400mg Tablet used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-01371,https://example.com/product/1371.png
Cetirizine 20mg Syrup,Respiratory,18.46,19,Cetirizine 20mg Syrup used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01372,https://example.com/product/1372.png
Paracetamol 500mg Syrup,Respiratory,24.7,287,Paracetamol 500mg Syrup used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-01373,https://example.com/product/1373.png
Cetirizine 10mg Syrup,Supplements,33.75,201,Cetirizine 10mg Syrup used for supplements related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-01374,https://example.com/product/1374.png
Paracetamol 20mg Syrup,Antibiotics,27.88,189,Paracetamol 20mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01375,https://example.com/product/1375.png
Omeprazole 20mg Syrup,Supplements,23.88,357,Omeprazole 20mg Syrup used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-01376,https://example.com/product/1376.png
Omeprazole 200mg Injection,Respiratory,10.81,299,Omeprazole 200mg Injection used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01377,https://example.com/product/1377.png
Metformin 10mg Tablet,Analgesics,10.43,334,Metformin 10mg Tablet used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Tablet,SKU-01378,https://example.com/product/1378.png
Metformin 20mg Syrup,Analgesics,35.45,174,Metformin 20mg Syrup used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01379,https://example.com/product/1379.png
Atorvastatin 20mg Tablet,Antibiotics,42.9,27,Atorvastatin 20mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01380,https://example.com/product/1380.png
Atorvastatin 20mg Injection,Supplements,35.7,44,Atorvastatin 20mg Injection used for supplements related conditions. Use as directed by physician.,False,LifeLine,Injection,SKU-01381,https://example.com/product/1381.png
Paracetamol 200mg Capsule,Antibiotics,36.41,115,Paracetamol 200mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01382,https://example.com/product/1382.png
Cetirizine 100mg Tablet,Respiratory,26.71,387,Cetirizine 100mg Tablet used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01383,https://example.com/product/1383.png
Salbutamol 400mg Tablet,Analgesics,24.74,438,Salbutamol 400mg Tablet used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01384,https://example.com/product/1384.png
Vitamin D 500mg Injection,Supplements,33.72,425,Vitamin D 500mg Injection used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01385,https://example.com/product/1385.png
Omeprazole 100mg Syrup,Respiratory,47.35,50,Omeprazole 100mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01386,https://example.com/product/1386.png
Atorvastatin 10mg Capsule,Analgesics,44.49,220,Atorvastatin 10mg Capsule used for analgesics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01387,https://example.com/product/1387.png
Amoxicillin 10mg Capsule,Supplements,26.15,208,Amoxicillin 10mg Capsule used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01388,https://example.com/product/1388.png
Metformin 20mg Capsule,Antibiotics,25.47,195,Metformin 20mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01389,https://example.com/product/1389.png
Paracetamol 500mg Injection,Antibiotics,11.98,384,Paracetamol 500mg Injection used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01390,https://example.com/product/1390.png
Vitamin D 20mg Injection,Antihypertensives,39.25,132,Vitamin D 20mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01391,https://example.com/product/1391.png
Paracetamol 100mg Syrup,Antihypertensives,13.04,368,Paracetamol 100mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01392,https://example.com/product/1392.png
Omeprazole 200mg Injection,Supplements,19.03,98,Omeprazole 200mg Injection used for supplements related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-01393,https://example.com/product/1393.png
Amoxicillin 200mg Capsule,Antidiabetics,42.92,182,Amoxicillin 200mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01394,https://example.com/product/1394.png
Omeprazole 20mg Syrup,Supplements,40.07,413,Omeprazole 20mg Syrup used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-01395,https://example.com/product/1395.png
Salbutamol 20mg Injection,Analgesics,30.36,338,Salbutamol 20mg Injection used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01396,https://example.com/product/1396.png
Salbutamol 100mg Syrup,Analgesics,26.29,409,Salbutamol 100mg Syrup used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01397,https://example.com/product/1397.png
Amoxicillin 20mg Tablet,Respiratory,20.86,387,Amoxicillin 20mg Tablet used for respiratory related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-01398,https://example.com/product/1398.png
Omeprazole 200mg Capsule,Antibiotics,24.55,301,Omeprazole 200mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-01399,https://example.com/product/1399.png
Cetirizine 500mg Capsule,Antibiotics,43.55,39,Cetirizine 500mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01400,https://example.com/product/1400.png
Amoxicillin 100mg Syrup,Respiratory,34.61,121,Amoxicillin 100mg Syrup used for respiratory related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01401,https://example.com/product/1401.png
Atorvastatin 20mg Syrup,Antihypertensives,29.14,322,Atorvastatin 20mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01402,https://example.com/product/1402.png
